Punktnummer,Ost,Nord,Höhe,Hz-Winkel,V-Winkel,Schrägdistanz,Horizontaldistanz,Code & Punkt Info,Zeitstempel
3_TS091412515107,2601405.6015,1144078.3798,1113.6284,111.2092 g,84.4477 g,140.2558,136.0907,,14.09.2022 12:51:51
3_TS091412515026,2601405.6015,1144078.3797,1113.6283,111.2092 g,84.4477 g,140.2558,136.0907,,14.09.2022 12:51:50
3_TS091412514957,2601405.5975,1144078.3805,1113.6274,111.2092 g,84.4477 g,140.2516,136.0866,,14.09.2022 12:51:50
3_TS091412514882,2601405.5922,1144078.3814,1113.6260,111.2092 g,84.4477 g,140.2461,136.0813,,14.09.2022 12:51:49
3_TS091412514804,2601405.5947,1144078.3809,1113.6267,111.2092 g,84.4477 g,140.2487,136.0838,,14.09.2022 12:51:48
3_TS091412514740,2601405.6011,1144078.3798,1113.6283,111.2092 g,84.4477 g,140.2554,136.0903,,14.09.2022 12:51:47
3_TS091412514650,2601405.6069,1144078.3788,1113.6298,111.2092 g,84.4477 g,140.2615,136.0962,,14.09.2022 12:51:47
3_TS091412514576,2601405.6153,1144078.3773,1113.6320,111.2092 g,84.4477 g,140.2703,136.1047,,14.09.2022 12:51:46
3_TS091412514506,2601405.6194,1144078.3765,1113.6330,111.2092 g,84.4477 g,140.2746,136.1089,,14.09.2022 12:51:45
3_TS091412514430,2601405.6170,1144078.3769,1113.6324,111.2092 g,84.4477 g,140.2720,136.1064,,14.09.2022 12:51:44
3_TS091412514347,2601405.6137,1144078.3775,1113.6317,111.2092 g,84.4476 g,140.2686,136.1031,,14.09.2022 12:51:43
3_TS091412514276,2601405.6107,1144078.3781,1113.6308,111.2092 g,84.4477 g,140.2654,136.1000,,14.09.2022 12:51:43
3_TS091412514161,2601405.6101,1144078.3782,1113.6308,111.2092 g,84.4476 g,140.2649,136.0995,,14.09.2022 12:51:42
3_TS091412514068,2601405.6212,1144078.3762,1113.6335,111.2092 g,84.4477 g,140.2765,136.1107,,14.09.2022 12:51:41
3_TS091412513996,2601405.6230,1144078.3759,1113.6340,111.2093 g,84.4476 g,140.2783,136.1125,,14.09.2022 12:51:40
3_TS091412513920,2601405.6221,1144078.3761,1113.6337,111.2092 g,84.4477 g,140.2774,136.1116,,14.09.2022 12:51:39
3_TS091412513850,2601405.6275,1144078.3751,1113.6351,111.2092 g,84.4476 g,140.2831,136.1171,,14.09.2022 12:51:39
3_TS091412513769,2601405.6190,1144078.3766,1113.6329,111.2092 g,84.4477 g,140.2741,136.1084,,14.09.2022 12:51:38
3_TS091412513688,2601405.6123,1144078.3778,1113.6312,111.2093 g,84.4477 g,140.2671,136.1016,,14.09.2022 12:51:37
3_TS091412513612,2601405.6085,1144078.3784,1113.6302,111.2093 g,84.4477 g,140.2632,136.0979,,14.09.2022 12:51:36
3_TS091412513533,2601405.6155,1144078.3772,1113.6320,111.2093 g,84.4477 g,140.2705,136.1049,,14.09.2022 12:51:35
3_TS091412513455,2601405.6131,1144078.3776,1113.6314,111.2093 g,84.4476 g,140.2680,136.1025,,14.09.2022 12:51:35
3_TS091412513374,2601405.6247,1144078.3755,1113.6343,111.2093 g,84.4477 g,140.2801,136.1142,,14.09.2022 12:51:34
3_TS091412513305,2601405.6228,1144078.3759,1113.6338,111.2093 g,84.4477 g,140.2781,136.1123,,14.09.2022 12:51:33
3_TS091412513235,2601405.6154,1144078.3772,1113.6320,111.2093 g,84.4477 g,140.2704,136.1048,,14.09.2022 12:51:32
3_TS091412513149,2601405.6192,1144078.3765,1113.6330,111.2093 g,84.4476 g,140.2744,136.1087,,14.09.2022 12:51:31
3_TS091412513070,2601405.6112,1144078.3779,1113.6310,111.2093 g,84.4476 g,140.2660,136.1006,,14.09.2022 12:51:31
3_TS091412512992,2601405.6135,1144078.3775,1113.6315,111.2093 g,84.4477 g,140.2684,136.1029,,14.09.2022 12:51:30
3_TS091412512873,2601405.6166,1144078.3770,1113.6323,111.2093 g,84.4477 g,140.2716,136.1060,,14.09.2022 12:51:29
3_TS091412512794,2601405.6221,1144078.3759,1113.6337,111.2093 g,84.4477 g,140.2774,136.1116,,14.09.2022 12:51:28
3_TS091412512721,2601405.6232,1144078.3758,1113.6342,111.2093 g,84.4476 g,140.2786,136.1127,,14.09.2022 12:51:27
3_TS091412512654,2601405.6194,1144078.3765,1113.6332,111.2093 g,84.4476 g,140.2746,136.1089,,14.09.2022 12:51:27
3_TS091412512496,2601405.6166,1144078.3769,1113.6325,111.2093 g,84.4476 g,140.2717,136.1060,,14.09.2022 12:51:25
3_TS091412512427,2601405.6170,1144078.3768,1113.6325,111.2093 g,84.4476 g,140.2721,136.1065,,14.09.2022 12:51:24
3_TS091412512354,2601405.6231,1144078.3758,1113.6342,111.2093 g,84.4475 g,140.2785,136.1126,,14.09.2022 12:51:24
3_TS091412512257,2601405.6211,1144078.3761,1113.6338,111.2093 g,84.4475 g,140.2764,136.1106,,14.09.2022 12:51:23
3_TS091412512178,2601405.6224,1144078.3760,1113.6339,111.2092 g,84.4476 g,140.2777,136.1119,,14.09.2022 12:51:22
3_TS091412512112,2601405.6232,1144078.3758,1113.6342,111.2093 g,84.4475 g,140.2786,136.1127,,14.09.2022 12:51:21
3_TS091412512031,2601405.6231,1144078.3759,1113.6341,111.2092 g,84.4476 g,140.2785,136.1127,,14.09.2022 12:51:20
3_TS091412511950,2601405.6151,1144078.3773,1113.6320,111.2092 g,84.4476 g,140.2701,136.1045,,14.09.2022 12:51:20
3_TS091412511876,2601405.6139,1144078.3775,1113.6317,111.2092 g,84.4476 g,140.2688,136.1032,,14.09.2022 12:51:19
3_TS091412511802,2601405.6189,1144078.3766,1113.6330,111.2092 g,84.4476 g,140.2741,136.1084,,14.09.2022 12:51:18
3_TS091412511727,2601405.6165,1144078.3770,1113.6324,111.2092 g,84.4476 g,140.2716,136.1060,,14.09.2022 12:51:17
3_TS091412511615,2601405.6217,1144078.3762,1113.6338,111.2092 g,84.4475 g,140.2770,136.1112,,14.09.2022 12:51:16
3_TS091412511533,2601405.6192,1144078.3766,1113.6333,111.2092 g,84.4475 g,140.2744,136.1086,,14.09.2022 12:51:15
3_TS091412511451,2601405.6195,1144078.3766,1113.6331,111.2092 g,84.4476 g,140.2747,136.1090,,14.09.2022 12:51:15
3_TS091412511372,2601405.6153,1144078.3773,1113.6321,111.2092 g,84.4476 g,140.2703,136.1047,,14.09.2022 12:51:14
3_TS091412511298,2601405.6096,1144078.3783,1113.6305,111.2092 g,84.4477 g,140.2643,136.0989,,14.09.2022 12:51:13
3_TS091412511226,2601405.6129,1144078.3777,1113.6313,111.2092 g,84.4477 g,140.2677,136.1022,,14.09.2022 12:51:12
3_TS091412511151,2601405.6123,1144078.3778,1113.6312,111.2092 g,84.4477 g,140.2671,136.1016,,14.09.2022 12:51:12
3_TS091412511067,2601405.6202,1144078.3764,1113.6333,111.2092 g,84.4476 g,140.2754,136.1097,,14.09.2022 12:51:11
3_TS091412511038,2601405.6201,1144078.3763,1113.6332,111.2093 g,84.4477 g,140.2753,136.1096,,14.09.2022 12:51:10
3_TS091412511027,2601405.6126,1144078.3777,1113.6313,111.2092 g,84.4476 g,140.2675,136.1020,,14.09.2022 12:51:10
3_TS091412510850,2601405.6150,1144078.3773,1113.6318,111.2093 g,84.4477 g,140.2700,136.1045,,14.09.2022 12:51:09
3_TS091412510772,2601405.6084,1144078.3784,1113.6303,111.2093 g,84.4476 g,140.2631,136.0977,,14.09.2022 12:51:08
3_TS091412510695,2601405.6135,1144078.3775,1113.6314,111.2093 g,84.4477 g,140.2684,136.1029,,14.09.2022 12:51:07
3_TS091412510616,2601405.6128,1144078.3776,1113.6313,111.2093 g,84.4477 g,140.2677,136.1022,,14.09.2022 12:51:06
3_TS091412510532,2601405.6140,1144078.3774,1113.6317,111.2093 g,84.4477 g,140.2689,136.1034,,14.09.2022 12:51:05
3_TS091412510452,2601405.6152,1144078.3772,1113.6320,111.2093 g,84.4476 g,140.2702,136.1046,,14.09.2022 12:51:05
3_TS091412510344,2601405.6085,1144078.3784,1113.6302,111.2093 g,84.4477 g,140.2632,136.0979,,14.09.2022 12:51:03
3_TS091412510251,2601405.6149,1144078.3773,1113.6320,111.2093 g,84.4476 g,140.2699,136.1043,,14.09.2022 12:51:03
3_TS091412510176,2601405.6081,1144078.3785,1113.6303,111.2093 g,84.4476 g,140.2628,136.0974,,14.09.2022 12:51:02
3_TS091412510097,2601405.6032,1144078.3794,1113.6289,111.2093 g,84.4477 g,140.2576,136.0924,,14.09.2022 12:51:01
3_TS091412510024,2601405.6084,1144078.3785,1113.6301,111.2092 g,84.4477 g,140.2630,136.0977,,14.09.2022 12:51:00
3_TS091412505950,2601405.6074,1144078.3787,1113.6299,111.2092 g,84.4477 g,140.2620,136.0967,,14.09.2022 12:51:00
3_TS091412505869,2601405.6045,1144078.3792,1113.6294,111.2092 g,84.4476 g,140.2590,136.0937,,14.09.2022 12:50:59
3_TS091412505790,2601405.6097,1144078.3782,1113.6307,111.2092 g,84.4476 g,140.2645,136.0991,,14.09.2022 12:50:58
3_TS091412505714,2601405.6024,1144078.3795,1113.6288,111.2093 g,84.4476 g,140.2568,136.0916,,14.09.2022 12:50:57
3_TS091412505637,2601405.6020,1144078.3796,1113.6286,111.2093 g,84.4477 g,140.2563,136.0912,,14.09.2022 12:50:56
3_TS091412505556,2601405.6048,1144078.3792,1113.6292,111.2092 g,84.4477 g,140.2592,136.0940,,14.09.2022 12:50:56
3_TS091412505490,2601405.6042,1144078.3792,1113.6290,111.2092 g,84.4477 g,140.2586,136.0934,,14.09.2022 12:50:55
3_TS091412505435,2601405.6052,1144078.3790,1113.6294,111.2093 g,84.4477 g,140.2597,136.0945,,14.09.2022 12:50:54
3_TS091412505248,2601405.5982,1144078.3802,1113.6278,111.2093 g,84.4476 g,140.2524,136.0873,,14.09.2022 12:50:52
3_TS091412505172,2601405.5988,1144078.3801,1113.6278,111.2093 g,84.4476 g,140.2530,136.0879,,14.09.2022 12:50:52
3_TS091412505056,2601405.5995,1144078.3800,1113.6280,111.2093 g,84.4476 g,140.2538,136.0887,,14.09.2022 12:50:51
3_TS091412504976,2601405.6050,1144078.3791,1113.6293,111.2092 g,84.4477 g,140.2595,136.0943,,14.09.2022 12:50:50
3_TS091412504911,2601405.6007,1144078.3799,1113.6282,111.2092 g,84.4477 g,140.2550,136.0899,,14.09.2022 12:50:49
3_TS091412504833,2601405.6006,1144078.3798,1113.6283,111.2093 g,84.4476 g,140.2549,136.0898,,14.09.2022 12:50:48
3_TS091412504749,2601405.5997,1144078.3799,1113.6283,111.2093 g,84.4476 g,140.2540,136.0889,,14.09.2022 12:50:47
3_TS091412504678,2601405.6029,1144078.3794,1113.6290,111.2093 g,84.4476 g,140.2573,136.0921,,14.09.2022 12:50:47
3_TS091412504596,2601405.5952,1144078.3808,1113.6272,111.2093 g,84.4475 g,140.2493,136.0843,,14.09.2022 12:50:46
3_TS091412504534,2601405.5992,1144078.3800,1113.6281,111.2093 g,84.4476 g,140.2535,136.0884,,14.09.2022 12:50:45
3_TS091412504450,2601405.5979,1144078.3803,1113.6278,111.2093 g,84.4476 g,140.2521,136.0870,,14.09.2022 12:50:45
3_TS091412504374,2601405.6001,1144078.3799,1113.6284,111.2093 g,84.4476 g,140.2544,136.0893,,14.09.2022 12:50:44
3_TS091412504305,2601405.5973,1144078.3804,1113.6277,111.2093 g,84.4475 g,140.2515,136.0864,,14.09.2022 12:50:43
3_TS091412504227,2601405.5979,1144078.3802,1113.6278,111.2093 g,84.4476 g,140.2521,136.0870,,14.09.2022 12:50:42
3_TS091412504147,2601405.5973,1144078.3804,1113.6277,111.2093 g,84.4475 g,140.2515,136.0864,,14.09.2022 12:50:41
3_TS091412504066,2601405.5971,1144078.3804,1113.6276,111.2093 g,84.4476 g,140.2513,136.0863,,14.09.2022 12:50:41
3_TS091412503994,2601405.6010,1144078.3797,1113.6286,111.2093 g,84.4476 g,140.2554,136.0902,,14.09.2022 12:50:40
3_TS091412503934,2601405.5985,1144078.3801,1113.6279,111.2093 g,84.4476 g,140.2528,136.0877,,14.09.2022 12:50:39
3_TS091412503820,2601405.5911,1144078.3815,1113.6260,111.2093 g,84.4476 g,140.2450,136.0801,,14.09.2022 12:50:38
3_TS091412503654,2601405.5903,1144078.3816,1113.6257,111.2093 g,84.4476 g,140.2441,136.0793,,14.09.2022 12:50:37
3_TS091412503572,2601405.5908,1144078.3815,1113.6259,111.2093 g,84.4476 g,140.2447,136.0799,,14.09.2022 12:50:36
3_TS091412503505,2601405.5884,1144078.3820,1113.6253,111.2093 g,84.4476 g,140.2421,136.0773,,14.09.2022 12:50:35
3_TS091412503430,2601405.5909,1144078.3815,1113.6260,111.2093 g,84.4476 g,140.2448,136.0800,,14.09.2022 12:50:34
3_TS091412503355,2601405.5937,1144078.3810,1113.6266,111.2093 g,84.4476 g,140.2477,136.0828,,14.09.2022 12:50:34
3_TS091412503272,2601405.5911,1144078.3814,1113.6259,111.2093 g,84.4476 g,140.2450,136.0802,,14.09.2022 12:50:33
3_TS091412503204,2601405.5872,1144078.3822,1113.6249,111.2093 g,84.4476 g,140.2409,136.0762,,14.09.2022 12:50:32
3_TS091412503121,2601405.5845,1144078.3826,1113.6243,111.2093 g,84.4476 g,140.2381,136.0735,,14.09.2022 12:50:31
3_TS091412503053,2601405.5861,1144078.3823,1113.6247,111.2093 g,84.4476 g,140.2398,136.0751,,14.09.2022 12:50:31
3_TS091412502986,2601405.5918,1144078.3814,1113.6262,111.2093 g,84.4476 g,140.2457,136.0808,,14.09.2022 12:50:30
3_TS091412502903,2601405.5937,1144078.3810,1113.6267,111.2093 g,84.4476 g,140.2477,136.0828,,14.09.2022 12:50:29
3_TS091412502828,2601405.5922,1144078.3812,1113.6263,111.2093 g,84.4476 g,140.2461,136.0812,,14.09.2022 12:50:28
3_TS091412502753,2601405.5936,1144078.3810,1113.6266,111.2093 g,84.4476 g,140.2476,136.0827,,14.09.2022 12:50:28
3_TS091412502668,2601405.5912,1144078.3815,1113.6261,111.2093 g,84.4476 g,140.2451,136.0802,,14.09.2022 12:50:27
3_TS091412502538,2601405.5900,1144078.3816,1113.6258,111.2093 g,84.4476 g,140.2439,136.0791,,14.09.2022 12:50:25
3_TS091412502468,2601405.5946,1144078.3808,1113.6268,111.2093 g,84.4476 g,140.2486,136.0837,,14.09.2022 12:50:25
3_TS091412502384,2601405.5946,1144078.3808,1113.6268,111.2093 g,84.4476 g,140.2486,136.0837,,14.09.2022 12:50:24
3_TS091412502320,2601405.5969,1144078.3804,1113.6274,111.2093 g,84.4476 g,140.2511,136.0861,,14.09.2022 12:50:23
3_TS091412502231,2601405.5957,1144078.3807,1113.6272,111.2093 g,84.4476 g,140.2498,136.0848,,14.09.2022 12:50:22
3_TS091412502193,2601405.5973,1144078.3804,1113.6277,111.2093 g,84.4476 g,140.2515,136.0864,,14.09.2022 12:50:22
3_TS091412502007,2601405.5908,1144078.3815,1113.6259,111.2093 g,84.4476 g,140.2447,136.0799,,14.09.2022 12:50:20
3_TS091412501937,2601405.5943,1144078.3809,1113.6268,111.2093 g,84.4476 g,140.2483,136.0834,,14.09.2022 12:50:19
3_TS091412501853,2601405.5951,1144078.3808,1113.6269,111.2093 g,84.4477 g,140.2491,136.0842,,14.09.2022 12:50:19
3_TS091412501774,2601405.5925,1144078.3813,1113.6262,111.2093 g,84.4476 g,140.2464,136.0815,,14.09.2022 12:50:18
3_TS091412501698,2601405.5911,1144078.3815,1113.6260,111.2093 g,84.4476 g,140.2450,136.0802,,14.09.2022 12:50:17
3_TS091412501630,2601405.5932,1144078.3811,1113.6266,111.2093 g,84.4476 g,140.2472,136.0823,,14.09.2022 12:50:16
3_TS091412501553,2601405.5868,1144078.3822,1113.6248,111.2093 g,84.4477 g,140.2405,136.0758,,14.09.2022 12:50:16
3_TS091412501477,2601405.5851,1144078.3825,1113.6244,111.2093 g,84.4476 g,140.2387,136.0741,,14.09.2022 12:50:15
3_TS091412501409,2601405.5854,1144078.3824,1113.6244,111.2093 g,84.4477 g,140.2390,136.0744,,14.09.2022 12:50:14
3_TS091412501288,2601405.5857,1144078.3825,1113.6247,111.2093 g,84.4476 g,140.2393,136.0746,,14.09.2022 12:50:13
3_TS091412501208,2601405.5913,1144078.3814,1113.6263,111.2093 g,84.4475 g,140.2453,136.0804,,14.09.2022 12:50:12
3_TS091412501138,2601405.5913,1144078.3815,1113.6262,111.2093 g,84.4475 g,140.2452,136.0803,,14.09.2022 12:50:11
3_TS091412501053,2601405.5903,1144078.3817,1113.6259,111.2092 g,84.4476 g,140.2442,136.0794,,14.09.2022 12:50:11
3_TS091412500978,2601405.5893,1144078.3820,1113.6253,111.2092 g,84.4477 g,140.2430,136.0783,,14.09.2022 12:50:10
3_TS091412500897,2601405.5845,1144078.3828,1113.6240,111.2092 g,84.4477 g,140.2380,136.0734,,14.09.2022 12:50:09
3_TS091412500827,2601405.5802,1144078.3835,1113.6229,111.2092 g,84.4478 g,140.2335,136.0691,,14.09.2022 12:50:08
3_TS091412500752,2601405.5802,1144078.3835,1113.6230,111.2093 g,84.4477 g,140.2335,136.0690,,14.09.2022 12:50:08
3_TS091412500667,2601405.5815,1144078.3832,1113.6236,111.2093 g,84.4476 g,140.2350,136.0704,,14.09.2022 12:50:07
3_TS091412500594,2601405.5815,1144078.3832,1113.6236,111.2093 g,84.4476 g,140.2349,136.0703,,14.09.2022 12:50:06
3_TS091412500583,2601405.5849,1144078.3827,1113.6243,111.2092 g,84.4476 g,140.2385,136.0739,,14.09.2022 12:50:06
3_TS091412500428,2601405.5808,1144078.3834,1113.6234,111.2092 g,84.4476 g,140.2342,136.0697,,14.09.2022 12:50:04
3_TS091412500348,2601405.5821,1144078.3831,1113.6237,111.2093 g,84.4476 g,140.2355,136.0709,,14.09.2022 12:50:03
3_TS091412500274,2601405.5801,1144078.3835,1113.6233,111.2093 g,84.4476 g,140.2335,136.0690,,14.09.2022 12:50:03
3_TS091412500196,2601405.5794,1144078.3836,1113.6231,111.2093 g,84.4476 g,140.2327,136.0682,,14.09.2022 12:50:02
3_TS091412500140,2601405.5790,1144078.3837,1113.6229,111.2093 g,84.4476 g,140.2323,136.0678,,14.09.2022 12:50:01
3_TS091412500012,2601405.5811,1144078.3833,1113.6234,111.2093 g,84.4476 g,140.2345,136.0700,,14.09.2022 12:50:00
3_TS091412495937,2601405.5815,1144078.3832,1113.6235,111.2093 g,84.4476 g,140.2349,136.0704,,14.09.2022 12:49:59
3_TS091412495852,2601405.5812,1144078.3833,1113.6234,111.2093 g,84.4476 g,140.2346,136.0701,,14.09.2022 12:49:59
3_TS091412495777,2601405.5796,1144078.3836,1113.6231,111.2093 g,84.4476 g,140.2330,136.0685,,14.09.2022 12:49:58
3_TS091412495696,2601405.5855,1144078.3825,1113.6246,111.2093 g,84.4476 g,140.2391,136.0744,,14.09.2022 12:49:57
3_TS091412495617,2601405.5882,1144078.3820,1113.6253,111.2093 g,84.4476 g,140.2420,136.0772,,14.09.2022 12:49:56
3_TS091412495533,2601405.5889,1144078.3819,1113.6254,111.2093 g,84.4476 g,140.2427,136.0779,,14.09.2022 12:49:55
3_TS091412495459,2601405.5958,1144078.3807,1113.6272,111.2093 g,84.4476 g,140.2499,136.0849,,14.09.2022 12:49:55
3_TS091412495393,2601405.5968,1144078.3804,1113.6274,111.2093 g,84.4476 g,140.2510,136.0860,,14.09.2022 12:49:54
3_TS091412495312,2601405.6000,1144078.3799,1113.6282,111.2093 g,84.4476 g,140.2543,136.0892,,14.09.2022 12:49:53
3_TS091412495231,2601405.5924,1144078.3812,1113.6262,111.2093 g,84.4476 g,140.2463,136.0814,,14.09.2022 12:49:52
3_TS091412495160,2601405.5927,1144078.3812,1113.6264,111.2093 g,84.4476 g,140.2467,136.0818,,14.09.2022 12:49:52
3_TS091412495073,2601405.5966,1144078.3805,1113.6273,111.2093 g,84.4476 g,140.2507,136.0857,,14.09.2022 12:49:51
3_TS091412494992,2601405.5889,1144078.3819,1113.6255,111.2093 g,84.4476 g,140.2427,136.0779,,14.09.2022 12:49:50
3_TS091412494975,2601405.5906,1144078.3815,1113.6259,111.2093 g,84.4476 g,140.2445,136.0797,,14.09.2022 12:49:50
3_TS091412494838,2601405.5947,1144078.3808,1113.6270,111.2093 g,84.4476 g,140.2488,136.0838,,14.09.2022 12:49:48
3_TS091412494717,2601405.5989,1144078.3801,1113.6281,111.2093 g,84.4476 g,140.2532,136.0881,,14.09.2022 12:49:47
3_TS091412494645,2601405.5967,1144078.3805,1113.6274,111.2093 g,84.4476 g,140.2508,136.0858,,14.09.2022 12:49:46
3_TS091412494573,2601405.5989,1144078.3801,1113.6279,111.2093 g,84.4476 g,140.2531,136.0880,,14.09.2022 12:49:46
3_TS091412494487,2601405.6021,1144078.3795,1113.6288,111.2093 g,84.4476 g,140.2565,136.0913,,14.09.2022 12:49:45
3_TS091412494415,2601405.6038,1144078.3792,1113.6293,111.2093 g,84.4475 g,140.2583,136.0930,,14.09.2022 12:49:44
3_TS091412494336,2601405.6028,1144078.3793,1113.6290,111.2093 g,84.4476 g,140.2573,136.0921,,14.09.2022 12:49:43
3_TS091412494252,2601405.6043,1144078.3791,1113.6292,111.2093 g,84.4476 g,140.2588,136.0936,,14.09.2022 12:49:43
3_TS091412494178,2601405.6068,1144078.3787,1113.6299,111.2093 g,84.4476 g,140.2614,136.0961,,14.09.2022 12:49:42
3_TS091412494149,2601405.6113,1144078.3780,1113.6308,111.2092 g,84.4477 g,140.2661,136.1007,,14.09.2022 12:49:41
3_TS091412494037,2601405.6098,1144078.3783,1113.6303,111.2092 g,84.4478 g,140.2644,136.0991,,14.09.2022 12:49:40
3_TS091412493958,2601405.6036,1144078.3794,1113.6290,111.2092 g,84.4476 g,140.2580,136.0928,,14.09.2022 12:49:40
3_TS091412493888,2601405.6070,1144078.3787,1113.6298,111.2092 g,84.4477 g,140.2616,136.0963,,14.09.2022 12:49:39
3_TS091412493810,2601405.6027,1144078.3796,1113.6285,111.2092 g,84.4478 g,140.2570,136.0919,,14.09.2022 12:49:38
3_TS091412493733,2601405.6122,1144078.3779,1113.6307,111.2092 g,84.4479 g,140.2669,136.1016,,14.09.2022 12:49:37
3_TS091412493648,2601405.6140,1144078.3776,1113.6313,111.2092 g,84.4478 g,140.2688,136.1034,,14.09.2022 12:49:36
3_TS091412493573,2601405.6199,1144078.3764,1113.6330,111.2092 g,84.4477 g,140.2750,136.1093,,14.09.2022 12:49:36
3_TS091412493455,2601405.6157,1144078.3773,1113.6319,111.2092 g,84.4477 g,140.2706,136.1051,,14.09.2022 12:49:35
3_TS091412493372,2601405.6143,1144078.3775,1113.6316,111.2092 g,84.4477 g,140.2692,136.1037,,14.09.2022 12:49:34
3_TS091412493348,2601405.6171,1144078.3769,1113.6322,111.2093 g,84.4478 g,140.2721,136.1065,,14.09.2022 12:49:33
3_TS091412493335,2601405.6180,1144078.3768,1113.6327,111.2092 g,84.4476 g,140.2731,136.1074,,14.09.2022 12:49:33
3_TS091412493152,2601405.6189,1144078.3767,1113.6327,111.2092 g,84.4477 g,140.2740,136.1084,,14.09.2022 12:49:32
3_TS091412493081,2601405.6268,1144078.3753,1113.6345,111.2092 g,84.4478 g,140.2822,136.1164,,14.09.2022 12:49:31
3_TS091412492995,2601405.6238,1144078.3758,1113.6338,111.2092 g,84.4478 g,140.2791,136.1134,,14.09.2022 12:49:30
3_TS091412492934,2601405.6177,1144078.3769,1113.6324,111.2092 g,84.4477 g,140.2727,136.1071,,14.09.2022 12:49:29
3_TS091412492847,2601405.6184,1144078.3769,1113.6327,111.2092 g,84.4477 g,140.2735,136.1079,,14.09.2022 12:49:28
3_TS091412492760,2601405.6198,1144078.3767,1113.6327,111.2091 g,84.4478 g,140.2749,136.1093,,14.09.2022 12:49:28
3_TS091412492685,2601405.6233,1144078.3761,1113.6334,111.2091 g,84.4479 g,140.2784,136.1127,,14.09.2022 12:49:27
3_TS091412492610,2601405.6250,1144078.3757,1113.6343,111.2092 g,84.4477 g,140.2804,136.1146,,14.09.2022 12:49:26
3_TS091412492533,2601405.6317,1144078.3744,1113.6362,111.2092 g,84.4476 g,140.2875,136.1214,,14.09.2022 12:49:25
3_TS091412492455,2601405.6352,1144078.3736,1113.6372,111.2093 g,84.4476 g,140.2912,136.1250,,14.09.2022 12:49:25
3_TS091412492375,2601405.6281,1144078.3749,1113.6352,111.2093 g,84.4477 g,140.2837,136.1177,,14.09.2022 12:49:24
3_TS091412492320,2601405.6279,1144078.3750,1113.6350,111.2092 g,84.4477 g,140.2834,136.1175,,14.09.2022 12:49:23
3_TS091412492182,2601405.6300,1144078.3747,1113.6355,111.2092 g,84.4477 g,140.2856,136.1196,,14.09.2022 12:49:22
3_TS091412492097,2601405.6289,1144078.3749,1113.6357,111.2092 g,84.4476 g,140.2846,136.1186,,14.09.2022 12:49:21
3_TS091412492032,2601405.6348,1144078.3738,1113.6365,111.2092 g,84.4478 g,140.2906,136.1245,,14.09.2022 12:49:20
3_TS091412491953,2601405.6391,1144078.3731,1113.6377,111.2092 g,84.4478 g,140.2951,136.1289,,14.09.2022 12:49:20
